SNOMED;Diagnóstico;Topografia;DesProcedimento;CID_Preditos;Metodo_Utilizado;Status_Regra;CID;Descrição CID;Classificação Final (2025)
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C162;Neoplasia maligna do corpo do estômago;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C163;Neoplasia maligna do antro pilórico;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C164;Neoplasia maligna do piloro;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C165;Neoplasia maligna da pequena curvatura do estômago, não especificada;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C166;Neoplasia maligna da grande curvatura do estômago, não especificada;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C168;Neoplasia maligna do estômago com lesão invasiva;CR Tumores do Aparelho Digestivo Alto
M-84823;Adenocarcinoma, mucinous, gastric type;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C169;Neoplasia maligna do estômago, não especificado;CR Tumores do Aparelho Digestivo Alto
M-81443;Adenocarcinoma, mucinous, intestinal type;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-84903;Adenocarcinoma, mucinous, signet-ring cell type;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-84813;Adenocarcinoma, mucin-producing;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C349;Neoplasia maligna do brônquio e do pulmão, não especificada;CR Tumores do Pulmão e Tórax
M-81403;Adenocarcinoma, non-intestinal type;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82523;Adenocarcinoma, non-mucinous (lepidic) (formerly non-mucinous BAC);pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-81403;Adenocarcinoma, NOS;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82903;Adenocarcinoma, oncocytic;topografia: glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82903;Adenocarcinoma, oncocytic;topografia: glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82903;Adenocarcinoma, oncocytic;topografia: glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82903;Adenocarcinoma, oncocytic;topografia: glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82903;Adenocarcinoma, oncocytic;topografia: glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-81633;Adenocarcinoma, pancreatobiliary type;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C250;Neoplasia maligna da cabeça do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-82603;Adenocarcinoma, papillary;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-85033;Adenocarcinoma, papillary ductal;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85253;Adenocarcinoma, polymorphous low-grade;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-84903;Adenocarcinoma, poorly cohesive (including signet ring cell carcinoma and other variants);pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-85723;Adenocarcinoma, sarcomatoid;tumores_mesenquimatosos_pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82133;Adenocarcinoma, serrated;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C16;Neoplasia maligna do estômago;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C160;Neoplasia maligna da cárdia;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C161;Neoplasia maligna do fundo do estômago;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C162;Neoplasia maligna do corpo do estômago;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C163;Neoplasia maligna do antro pilórico;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C164;Neoplasia maligna do piloro;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C165;Neoplasia maligna da pequena curvatura do estômago, não especificada;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C166;Neoplasia maligna da grande curvatura do estômago, não especificada;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C168;Neoplasia maligna do estômago com lesão invasiva;CR Tumores do Aparelho Digestivo Alto
M-84903;Adenocarcinoma, signet ring cell;estomago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C169;Neoplasia maligna do estômago, não especificado;CR Tumores do Aparelho Digestivo Alto
M-82303;Adenocarcinoma, solid (with mucin production);pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82303;Adenocarcinoma, solid ductal;pulmao_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C34;Neoplasia maligna do brônquio e do pulmão;CR Tumores do Pulmão e Tórax
M-82113;Adenocarcinoma, tubular;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-82633;Adenocarcinoma, villoglandular;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-90130;Adenofibroma, biliary;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-83130;Adenofibroma, clear cell;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-83810;Adenofibroma, endometrioid;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-90130;Adenofibroma, metanephric;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-90150;Adenofibroma, mucinous;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-90130;Adenofibroma, NOS;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-90140;Adenofibroma, seromucinous;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-90140;Adenofibroma, serous;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-80983;Adenoid basal carcinoma;topografia: glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-80983;Adenoid basal carcinoma;topografia: glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-80983;Adenoid basal carcinoma;topografia: glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-80983;Adenoid basal carcinoma;topografia: glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-80983;Adenoid basal carcinoma;topografia: glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândulas salivares;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula submandibular;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C07;Neoplasia maligna da glândula parótida;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C07;Neoplasia maligna da glândula parótida;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula salivar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C07;Neoplasia maligna da glândula parótida;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C080;Neoplasia maligna da glândula submandibular;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C081;Neoplasia maligna da glândula sublingual;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C088;Neoplasia maligna das glândulas salivares maiores com lesão invasiva;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glandula parótida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores da Cabeça e Pescoço;C089;Neoplasia maligna da glândula salivar maior, não especificada;CR Tumores da Cabeça e Pescoço
M-82003;Adenoid cystic carcinoma;glândula parotida;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de cabeça e pescoço;C07;Neoplasia maligna da glândula parótida;CR Tumores da Cabeça e Pescoço
