SNOMED;Diagnóstico;
M-81480;BillN-2 (Biliary (glandular) intraepithelial neoplasia, grade 2);
M-81480;BillN-2 (Biliary (glandular) intraepithelial neoplasia, grade 2);
M-81480;BillN-2 (Biliary (glandular) intraepithelial neoplasia, grade 2);
M-81480;BillN-2 (Biliary (glandular) intraepithelial neoplasia, grade 2);
M-81480;BillN-2 (Biliary (glandular) intraepithelial neoplasia, grade 2);
M-81482;BillN-3 (Biliary (glandular) intraepithelial neoplasia, grade 3);
M-90533;Biphasic mesothelioma;
M-97273;Blastic plasmacytoid dendritic cell neoplasm;
M-87800;Blue naevus;
M-44020;Botryomycoma;
M-80812;Bowen disease;
M-76770;Bowenoid papulosis;
M-90001;Brenner tumour, atypical proliferative;
M-90000;Brenner tumour, Benign;
M-90001;Brenner tumour, Borderline;
M-90003;Brenner tumour, Malignant;
M-90000;Brenner tumour, NOS;
M-98263;Burkitt leukaemia;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-96873;Burkitt lymphoma;
M-80513;Buschke-Löwenstein tumour;
M-55400;Calcification;
M-88160;Calcifying aponeurotic fibroma;
M-93010;Calcifying cystic odontogenic tumour;
M-93400;Calcifying epithelial odontogenic tumour;
M-81100;Calcifying epithelioma of Malherbe;
M-88170;Calcifying fibrous tumour;
M-89751;Calcifying nested epithelial stromal tumour;
M-81490;Canalicular adenoma;
M-91310;Capillary haemangioma;
M-91310;Capillary haemangioma;
M-82403;Carcinoid tumour/carcinoma;
M-82403;Carcinoid tumour/carcinoma;
M-82493;Carcinoid, atypical;
M-82493;Carcinoid, atypical;
M-82493;Carcinoid, atypical;
M-82493;Carcinoid, atypical;
M-82433;Carcinoid, goblet cell;
M-82433;Carcinoid, mucinous;
M-82433;Carcinoid, mucinous;
M-82403;Carcinoid, NOS;
M-82403;Carcinoid, NOS;
M-82403;Carcinoid, NOS;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-90911;Carcinoid, strumal;
M-82453;Carcinoid, tubular;
M-82403;Carcinoid, typical;
M-80513;Carcinoma cuniculatum;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-89413;Carcinoma ex pleomorphic adenoma;
M-82012;Carcinoma in situ, cribriform;
M-85002;Carcinoma in situ, ductal (DCIS);
M-85222;Carcinoma in situ, ductal and lobular;
M-85202;Carcinoma in situ, lobular (LCIS);
M-85192;Carcinoma in situ, lobular, pleomorphic;
M-93903;Carcinoma of choroid plexus;
M-85003;Carcinoma of no special type (NST) with apocrine differentiation;
M-85003;Carcinoma of no special type (NST), invasive (former invasive ductal carcinoma, NOS);
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85003;Carcinoma of no special type (NST), invasive with medullary features;
M-85753;Carcinoma of no special type (NST), metaplastic;
M-83193;Carcinoma of the collecting ducts of Bellini;
M-83193;Carcinoma of the collecting ducts of Bellini;
M-85893;Carcinoma showing thymus-like differentiation (CASTLE);
M-85723;Carcinoma with spindle cell differentiation;
M-80133;Carcinoma, (neuro)endocrine (NEC), combined large cell;
M-80133;Carcinoma, (neuro)endocrine (NEC), combined large cell;
M-80133;Carcinoma, (neuro)endocrine (NEC), combined large cell;
M-80133;Carcinoma, (neuro)endocrine (NEC), combined large cell;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82413;Carcinoma, (neuro)endocrine (NEC), enterochromaffin cell (EC), serotonin producing;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-82493;Carcinoma, (neuro)endocrine (NEC), intermediate differentiated;
M-80133;Carcinoma, (neuro)endocrine (NEC), large cell (large cell NEC);
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed acinar-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed acinar-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed acinar-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed ductal-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed ductal-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed ductal-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed ductal-(neuro)endocrine carcinoma;
M-81543;Carcinoma, (neuro)endocrine (NEC), mixed ductal-(neuro)endocrine carcinoma;
M-81503;Carcinoma, (neuro)endocrine (NEC), non-functional pancreatic (neuro) endocrine carcinoma NOS (no differentiation in NET G1 or NET G2);
M-82463;Carcinoma, (neuro)endocrine (NEC), NOS (no grading mentioned);
M-82463;Carcinoma, (neuro)endocrine (NEC), NOS (no grading mentioned);
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-82463;Carcinoma, (neuro)endocrine (NEC), poorly differentiated / high grade;
M-80413;Carcinoma, (neuro)endocrine (NEC), small cell (small cell NEC);
M-80413;Carcinoma, (neuro)endocrine (NEC), small cell (small cell NEC);
M-80413;Carcinoma, (neuro)endocrine (NEC), small cell (small cell NEC);
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-80413;Carcinoma, (neuro)endocrine (NEC), undifferentiated;
M-82403;Carcinoma, (neuro)endocrine (NEC), well differentiated / low grade;
M-82403;Carcinoma, (neuro)endocrine (NEC), well differentiated / low grade;
M-82403;Carcinoma, (neuro)endocrine (NEC), well differentiated / low grade;
M-85503;Carcinoma, acinar cell;
M-85503;Carcinoma, acinic cell;
M-85503;Carcinoma, acinic cell;
M-85503;Carcinoma, acinic cell;
M-85503;Carcinoma, acinic cell;
M-85503;Carcinoma, acinic cell;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-82003;Carcinoma, adenoid cystic;
M-83903;Carcinoma, adnexal (skin), NOS;
M-83703;Carcinoma, adrenal cortical;
M-83703;Carcinoma, adrenal cortical;
M-92703;Carcinoma, ameloblastic;
M-80213;Carcinoma, anaplastic;
M-84013;Carcinoma, apocrine;
M-81233;Carcinoma, basaloid;
M-80943;Carcinoma, basosquamous;
M-81243;Carcinoma, cloacogenic;
M-83473;Carcinoma, combined papillary and medullary;
M-84083;Carcinoma, digital papillary;
M-85223;Carcinoma, ductal and lobular infiltrating;
M-85233;Carcinoma, ductal mixed with other types of carcinoma;
M-85233;Carcinoma, ductal mixed with other types of carcinoma;
M-85233;Carcinoma, ductal mixed with other types of carcinoma;
M-85043;Carcinoma, encapsulated papillary with invasion (former intracystic papillary ca with invasion);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85042;Carcinoma, encapsulated papillary without invasion (former intracystic papillary carcinoma);
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85623;Carcinoma, epithelial-myoepithelial;
M-85723;Carcinoma, fibromatosis-like metaplastic;
M-83303;Carcinoma, follicular;
M-83323;Carcinoma, follicular - moderately differentiated;
M-82903;Carcinoma, follicular - oncocytic/oxyphilic cell variant;
M-83373;Carcinoma, follicular - poorly differentiated;
M-83323;Carcinoma, follicular - trabecular type;
M-83313;Carcinoma, follicular - well differentiated;
M-83353;Carcinoma, follicular, microinvasive;
M-83353;Carcinoma, follicular, microinvasive;
M-83353;Carcinoma, follicular, microinvasive;
M-80313;Carcinoma, giant cell;
M-80153;Carcinoma, glassy cell;
M-83153;Carcinoma, glycogen-rich;
M-83153;Carcinoma, glycogen-rich clear cell;
M-82903;Carcinoma, Hurthle cell;
M-85223;Carcinoma, infiltrating ductal and lobular;
M-85303;Carcinoma, inflammatory (mastitis carcinomatosa);
M-83373;Carcinoma, insular;
M-85033;Carcinoma, intraductal papillary (invasive);
M-85032;Carcinoma, intraductal papillary (non-invasive);
M-80123;Carcinoma, large cell;
M-80143;Carcinoma, large cell with rhabdoid phenotype;
M-83143;Carcinoma, lipid-rich (lipid-secreting carcinoma);
M-85203;Carcinoma, lobular (invasive);
M-80823;Carcinoma, lymphoepithelial;
M-80823;Carcinoma, lymphoepithelioma-like;
M-85103;Carcinoma, medullary;
M-83453;Carcinoma, medullary of thyroid;
M-85123;Carcinoma, medullary with lymphoid stroma;
M-85133;Carcinoma, medullary, atypical;
M-82473;Carcinoma, Merkel cell;
M-82473;Carcinoma, Merkel cell;
M-91103;Carcinoma, mesonephric;
M-85713;Carcinoma, metaplastic with chondroid differentiation;
M-85713;Carcinoma, metaplastic with chondroid differentiation;
M-85713;Carcinoma, metaplastic with chondroid differentiation;
M-85753;Carcinoma, metaplastic with mesenchymal differentiation;
M-85753;Carcinoma, metaplastic with mesenchymal differentiation;
M-85753;Carcinoma, metaplastic with mesenchymal differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85713;Carcinoma, metaplastic with osseous differentiation;
M-85753;Carcinoma, metaplastic with other types of mesenchymal differentiation;
M-80943;Carcinoma, metatypical;
M-84073;Carcinoma, microcystic adnexal;
M-85073;Carcinoma, micropapillary, invasive;
M-85523;Carcinoma, mixed acinar-ductal;
M-85753;Carcinoma, mixed metaplastic;
M-84303;Carcinoma, mucoepidermoid;
M-84303;Carcinoma, mucoepidermoid;
M-84303;Carcinoma, mucoepidermoid;
M-84303;Carcinoma, mucoepidermoid;
M-84303;Carcinoma, mucoepidermoid;
M-89823;Carcinoma, myoepithelial;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80823;Carcinoma, nasopharyngeal;
M-80233;Carcinoma, NUT;
M-80423;Carcinoma, oat cell;
M-83443;Carcinoma, papillary - columnar cell variant;
M-83503;Carcinoma, papillary - diffuse sclerosing variant;
M-83403;Carcinoma, papillary - follicular variant;
M-83343;Carcinoma, papillary - macrofollicular variant;
M-83423;Carcinoma, papillary - oncocytic variant;
M-83443;Carcinoma, papillary - tall cell variant;
M-85033;Carcinoma, papillary (invasive);
M-85033;Carcinoma, papillary (invasive);
M-85033;Carcinoma, papillary (invasive);
M-85033;Carcinoma, papillary (invasive);
M-85033;Carcinoma, papillary (invasive);
M-85033;Carcinoma, papillary (invasive);
M-82603;Carcinoma, papillary (of thyroid);
M-84413;Carcinoma, papillary serous;
M-82143;Carcinoma, parietal cell;
M-81103;Carcinoma, pilomatrical;
M-82723;Carcinoma, pituitary;
M-80223;Carcinoma, pleomorphic;
M-85253;Carcinoma, polymorphous;
M-85003;Carcinoma, salivary duct;
M-85003;Carcinoma, salivary duct;
M-85003;Carcinoma, salivary duct;
M-85003;Carcinoma, salivary duct;
M-85003;Carcinoma, salivary duct;
M-80333;Carcinoma, sarcomatoid;
M-84073;Carcinoma, sclerosing sweet duct;
M-84103;Carcinoma, sebaceous;
M-85023;Carcinoma, secretory;
M-84743;Carcinoma, seromucinous;
M-84413;Carcinoma, serous;
M-84412;Carcinoma, serous endometrial intraepithelial (EIC);
M-84413;Carcinoma, serous papillary;
M-84412;Carcinoma, serous tubal intraepithelial (STIC);
M-84613;Carcinoma, serous, high-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84603;Carcinoma, serous, low-grade;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-84602;Carcinoma, serous, low-grade, Non-invasive;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80203;Carcinoma, sinonasal undifferentiated;
M-80453;Carcinoma, small cell, combined;
